BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComPrediction::destroy	162	20	73	5	2	0	5	1	0	152	17	73	2.74509803922 %	3.08641975309 %	2.15053763441 %	2.35294117647 %	3.08641975309 %	1.0752688172 %
TComPrediction::~TComPrediction	161	50	54	3	1	2	3	0	0	155	49	52	2.2641509434 %	1.86335403727 %	2.88461538462 %	1.1320754717 %	1.86335403727 %	0.0 %
std::__basic_file<char>::is_open	160	96	0	2	9	0	2	3	0	156	84	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncTop::~TEncTop	160	31	65	7	13	4	7	4	0	146	14	61	9.375 %	4.375 %	17.7083333333 %	4.296875 %	4.375 %	4.16666666667 %
TComRPSList::destroy	159	58	44	5	16	2	5	15	0	149	27	42	8.8122605364 %	3.14465408805 %	17.6470588235 %	7.66283524904 %	3.14465408805 %	14.7058823529 %
TComSlice::initWpAcDcParam	154	22	132	13	0	12	13	0	12	128	22	108	8.11688311688 %	8.44155844156 %	7.79220779221 %	8.11688311688 %	8.44155844156 %	7.79220779221 %
std::basic_filebuf<char,	153	66	34	10	11	1	6	6	0	137	49	33	8.69565217391 %	6.53594771242 %	12.0 %	4.74308300395 %	3.92156862745 %	6.0 %
initZscanToRaster	152	43	73	2	0	0	2	0	0	148	43	73	0.746268656716 %	1.31578947368 %	0.0 %	0.746268656716 %	1.31578947368 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-misc.c:_dl_higher_prime_number	150	20	8	1	4	0	1	2	0	148	14	8	2.80898876404 %	0.666666666667 %	14.2857142857 %	1.68539325843 %	0.666666666667 %	7.14285714286 %
__gnu_cxx::stdio_sync_filebuf<char,	148	62	50	8	12	0	4	2	0	136	48	50	7.69230769231 %	5.40540540541 %	10.7142857143 %	2.30769230769 %	2.7027027027 %	1.78571428571 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-procinfo.h:_dl_load_cache_lookup	148	0	48	0	0	0	0	0	0	148	0	48	0 %	0 %	0 %	0 %	0 %	0 %
std::codecvt<char,	145	60	45	11	2	0	3	0	0	131	58	45	5.2 %	7.58620689655 %	1.90476190476 %	1.2 %	2.06896551724 %	0.0 %
/build/buildd/eglibc-2.19/string/../string/strncmp.c:__GI_strncmp	144	54	18	4	4	0	4	0	0	136	50	18	3.7037037037 %	2.77777777778 %	5.55555555556 %	1.85185185185 %	2.77777777778 %	0.0 %
/build/buildd/eglibc-2.19/stdlib/../sysdeps/ieee754/dbl-64/mpn2dbl.c:__mpn_construct_double	144	48	18	11	0	0	2	0	0	131	48	18	5.2380952381 %	7.63888888889 %	0.0 %	0.952380952381 %	1.38888888889 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-load.c:local_strdup	144	30	72	2	2	0	2	0	0	140	28	72	1.62601626016 %	1.38888888889 %	1.96078431373 %	0.813008130081 %	1.38888888889 %	0.0 %
/build/buildd/eglibc-2.19/setjmp/../sysdeps/i386/setjmp.S:__sigsetjmp	143	39	78	1	0	0	1	0	0	141	39	78	0.384615384615 %	0.699300699301 %	0.0 %	0.384615384615 %	0.699300699301 %	0.0 %
/build/buildd/eglibc-2.19/debug/fprintf_chk.c:__fprintf_chk	141	48	42	3	1	0	3	0	0	135	47	42	1.7316017316 %	2.12765957447 %	1.11111111111 %	1.2987012987 %	2.12765957447 %	0.0 %
TComOutputBitstream::getByteStreamLength	140	140	0	0	0	0	0	0	0	140	140	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_old_init	140	20	100	9	0	10	3	0	2	128	20	88	7.30769230769 %	6.42857142857 %	8.33333333333 %	1.92307692308 %	2.14285714286 %	1.66666666667 %
std::basic_filebuf<char,	139	42	57	8	7	1	6	2	0	125	33	56	6.72268907563 %	5.75539568345 %	8.08080808081 %	3.36134453782 %	4.31654676259 %	2.0202020202 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:_dl_allocate_tls_init	138	46	35	8	8	3	8	0	0	122	38	32	8.67579908676 %	5.79710144928 %	13.5802469136 %	3.65296803653 %	5.79710144928 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-init.c:_dl_init	137	52	30	4	8	2	4	0	0	129	44	28	6.39269406393 %	2.9197080292 %	12.1951219512 %	1.82648401826 %	2.9197080292 %	0.0 %
bool	132	52	40	2	7	0	2	0	0	128	45	40	4.01785714286 %	1.51515151515 %	7.60869565217 %	0.892857142857 %	1.51515151515 %	0.0 %
bool	132	52	40	2	4	0	2	0	0	128	48	40	2.67857142857 %	1.51515151515 %	4.34782608696 %	0.892857142857 %	1.51515151515 %	0.0 %
bool	132	52	40	2	2	0	2	0	0	128	50	40	1.78571428571 %	1.51515151515 %	2.17391304348 %	0.892857142857 %	1.51515151515 %	0.0 %
df::program_options_lite::scanArgv	132	42	27	8	13	5	5	2	0	119	27	22	12.9353233831 %	6.06060606061 %	26.0869565217 %	3.48258706468 %	3.78787878788 %	2.89855072464 %
std::num_put<char,	130	55	60	2	0	0	2	0	0	126	55	60	0.816326530612 %	1.53846153846 %	0.0 %	0.816326530612 %	1.53846153846 %	0.0 %
TComLoopFilter::setCfg	128	96	32	32	0	32	32	0	32	64	96	-32	25.0 %	25.0 %	25.0 %	25.0 %	25.0 %	25.0 %
/build/buildd/eglibc-2.19/csu/../sysdeps/wordsize-32/divdi3.c:__udivmoddi4	128	28	32	3	0	1	3	0	1	122	28	30	2.12765957447 %	2.34375 %	1.66666666667 %	2.12765957447 %	2.34375 %	1.66666666667 %
non-virtual	128	0	64	32	0	0	32	0	0	64	0	64	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/string/../sysdeps/x86_64/cacheinfo.c:init_cacheinfo	127	15	21	8	1	2	8	0	2	111	14	17	6.74846625767 %	6.29921259843 %	8.33333333333 %	6.13496932515 %	6.29921259843 %	5.55555555556 %
main	126	37	67	13	14	4	11	3	3	102	20	60	13.4782608696 %	10.3174603175 %	17.3076923077 %	7.39130434783 %	8.73015873016 %	5.76923076923 %
/build/buildd/eglibc-2.19/stdlib/../include/rounding-mode.h:round_away	126	36	12	12	0	0	2	0	0	112	36	12	6.89655172414 %	9.52380952381 %	0.0 %	1.14942528736 %	1.5873015873 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:_dl_determine_tlsoffset	125	42	27	7	1	0	7	0	0	111	41	27	4.12371134021 %	5.6 %	1.44927536232 %	3.60824742268 %	5.6 %	0.0 %
std::basic_ios<wchar_t,	124	34	62	4	4	1	4	0	0	116	30	61	4.09090909091 %	3.22580645161 %	5.20833333333 %	1.81818181818 %	3.22580645161 %	0.0 %
std::basic_istream<char,	120	52	36	9	0	4	3	0	0	108	52	32	6.25 %	7.5 %	4.54545454545 %	1.44230769231 %	2.5 %	0.0 %
TComRPSList::create	120	10	40	3	1	1	2	0	0	115	9	39	2.94117647059 %	2.5 %	4.0 %	1.17647058824 %	1.66666666667 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-version.c:_dl_check_all_versions	119	26	13	2	4	0	2	0	0	115	22	13	3.79746835443 %	1.68067226891 %	10.2564102564 %	1.26582278481 %	1.68067226891 %	0.0 %
std::vector<int,	117	39	24	5	1	2	3	0	0	109	38	22	4.44444444444 %	4.2735042735 %	4.7619047619 %	1.66666666667 %	2.5641025641 %	0.0 %
EnvVar::getEnvVarList	117	37	38	5	6	0	5	1	0	107	30	38	5.72916666667 %	4.2735042735 %	8.0 %	3.125 %	4.2735042735 %	1.33333333333 %
std::ctype<wchar_t>	116	48	36	2	2	0	2	0	0	112	46	36	2.0 %	1.72413793103 %	2.38095238095 %	1.0 %	1.72413793103 %	0.0 %
std::num_put<wchar_t,	116	48	36	2	0	0	2	0	0	112	48	36	1.0 %	1.72413793103 %	0.0 %	1.0 %	1.72413793103 %	0.0 %
std::num_get<wchar_t,	116	48	36	2	0	0	2	0	0	112	48	36	1.0 %	1.72413793103 %	0.0 %	1.0 %	1.72413793103 %	0.0 %
/build/buildd/eglibc-2.19/string/strstr.c:strstr	115	45	25	14	5	0	11	1	0	90	39	25	10.2702702703 %	12.1739130435 %	7.14285714286 %	6.48648648649 %	9.5652173913 %	1.42857142857 %
TEncGOP::TEncGOP	115	5	77	8	0	9	8	0	9	99	5	59	8.62944162437 %	6.95652173913 %	10.9756097561 %	8.62944162437 %	6.95652173913 %	10.9756097561 %
std::basic_filebuf<char,	114	42	37	6	12	2	2	0	0	106	30	35	10.3626943005 %	5.26315789474 %	17.7215189873 %	1.03626943005 %	1.75438596491 %	0.0 %
std::basic_filebuf<char,	114	36	30	5	1	2	5	0	2	104	35	26	4.44444444444 %	4.38596491228 %	4.54545454545 %	3.88888888889 %	4.38596491228 %	3.0303030303 %
TVideoIOYuv::open	112	50	36	5	4	6	5	0	0	102	46	30	7.57575757576 %	4.46428571429 %	11.6279069767 %	2.52525252525 %	4.46428571429 %	0.0 %
TEncSearch::TEncSearch	112	6	99	15	0	11	15	0	11	82	6	77	11.9815668203 %	13.3928571429 %	10.4761904762 %	11.9815668203 %	13.3928571429 %	10.4761904762 %
std::moneypunct<char,	111	37	30	5	1	1	5	0	0	101	36	29	3.93258426966 %	4.5045045045 %	2.98507462687 %	2.80898876404 %	4.5045045045 %	0.0 %
std::moneypunct<char,	111	37	30	4	3	0	4	2	0	103	32	30	3.93258426966 %	3.6036036036 %	4.4776119403 %	3.37078651685 %	3.6036036036 %	2.98507462687 %
std::__timepunct<char>::_M_initialize_timepunct	111	9	53	9	0	1	9	0	0	93	9	52	5.78034682081 %	8.10810810811 %	1.61290322581 %	5.20231213873 %	8.10810810811 %	0.0 %
std::moneypunct<wchar_t,	110	30	32	6	3	1	6	0	1	98	27	30	5.81395348837 %	5.45454545455 %	6.45161290323 %	4.06976744186 %	5.45454545455 %	1.61290322581 %
std::moneypunct<wchar_t,	110	30	32	6	0	1	6	0	1	98	30	30	4.06976744186 %	5.45454545455 %	1.61290322581 %	4.06976744186 %	5.45454545455 %	1.61290322581 %
std::__timepunct<wchar_t>::_M_initialize_timepunct	109	8	52	10	0	0	10	0	0	89	8	52	5.91715976331 %	9.17431192661 %	0.0 %	5.91715976331 %	9.17431192661 %	0.0 %
__cxa_guard_acquire	108	40	24	11	5	2	6	1	1	91	34	21	10.4651162791 %	10.1851851852 %	10.9375 %	4.6511627907 %	5.55555555556 %	3.125 %
/build/buildd/eglibc-2.19/elf/rtld.c:init_tls	108	26	24	8	11	2	8	1	1	92	14	21	13.2911392405 %	7.40740740741 %	26.0 %	6.32911392405 %	7.40740740741 %	4.0 %
TEncCavlc::codeVPS	108	23	60	9	6	4	9	4	1	90	13	55	9.94764397906 %	8.33333333333 %	12.0481927711 %	7.32984293194 %	8.33333333333 %	6.02409638554 %
std::basic_string<char,	106	44	44	2	2	1	2	0	0	102	42	43	2.57731958763 %	1.88679245283 %	3.40909090909 %	1.03092783505 %	1.88679245283 %	0.0 %
TComSampleAdaptiveOffset::create	106	27	34	7	1	4	7	0	1	92	26	29	7.18562874251 %	6.60377358491 %	8.19672131148 %	4.79041916168 %	6.60377358491 %	1.6393442623 %
TComOutputBitstream::getByteStream	105	105	0	33	0	0	33	0	0	39	105	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_cleanup	104	30	26	7	4	1	7	0	0	90	26	25	7.5 %	6.73076923077 %	8.92857142857 %	4.375 %	6.73076923077 %	0.0 %
/build/buildd/eglibc-2.19/stdlib/strtod.c:strtod	102	42	42	2	8	0	2	0	0	98	34	42	5.37634408602 %	1.96078431373 %	9.52380952381 %	1.0752688172 %	1.96078431373 %	0.0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_default_finish	100	30	20	6	0	0	4	0	0	90	30	20	4.0 %	6.0 %	0.0 %	2.66666666667 %	4.0 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-debug.c:_dl_debug_initialize	98	29	18	3	4	0	2	0	0	93	25	18	4.8275862069 %	3.0612244898 %	8.51063829787 %	1.37931034483 %	2.04081632653 %	0.0 %
/build/buildd/eglibc-2.19/csu/../sysdeps/wordsize-32/divdi3.c:__divdi3@GLIBC_2.0	96	32	28	5	0	1	2	0	1	89	32	26	3.84615384615 %	5.20833333333 %	1.66666666667 %	1.92307692308 %	2.08333333333 %	1.66666666667 %
/build/buildd/eglibc-2.19/string/strdup.c:strdup	96	24	48	3	1	0	2	0	0	91	23	48	2.38095238095 %	3.125 %	1.38888888889 %	1.19047619048 %	2.08333333333 %	0.0 %
df::program_options_lite::Option<unsigned	95	76	19	1	6	1	1	0	1	93	70	17	4.21052631579 %	1.05263157895 %	7.36842105263 %	1.05263157895 %	1.05263157895 %	1.05263157895 %
TAppEncTop::xDeleteBuffer	94	30	25	3	9	4	3	2	0	88	19	21	10.7382550336 %	3.1914893617 %	23.6363636364 %	3.35570469799 %	3.1914893617 %	3.63636363636 %
/build/buildd/eglibc-2.19/nptl/../nptl/sysdeps/unix/sysv/linux/unregister-atfork.c:__unregister_atfork	92	36	20	2	9	0	2	3	0	88	24	20	7.43243243243 %	2.17391304348 %	16.0714285714 %	3.37837837838 %	2.17391304348 %	5.35714285714 %
_GLOBAL__sub_I_TEncSearch.cpp	92	6	45	7	0	4	7	0	4	78	6	37	7.69230769231 %	7.60869565217 %	7.8431372549 %	7.69230769231 %	7.60869565217 %	7.8431372549 %
TAppEncTop::printChromaFormat	91	32	37	11	10	0	8	0	0	72	22	37	13.125 %	12.0879120879 %	14.4927536232 %	5.0 %	8.79120879121 %	0.0 %
__cpu_indicator_init	89	21	21	6	2	0	6	1	0	77	18	21	6.10687022901 %	6.74157303371 %	4.7619047619 %	5.34351145038 %	6.74157303371 %	2.38095238095 %
/build/buildd/eglibc-2.19/csu/../sysdeps/x86_64/multiarch/init-arch.c:__init_cpu_features	89	13	20	9	0	2	9	0	1	71	13	17	9.01639344262 %	10.1123595506 %	6.06060606061 %	8.19672131148 %	10.1123595506 %	3.0303030303 %
/build/buildd/eglibc-2.19/elf/../sysdeps/unix/sysv/linux/dl-sysdep.c:_dl_discover_osversion	89	13	8	4	2	2	4	2	2	81	9	4	7.27272727273 %	4.49438202247 %	19.0476190476 %	7.27272727273 %	4.49438202247 %	19.0476190476 %
std::string::append	88	32	24	8	1	0	4	0	0	76	31	24	6.25 %	9.09090909091 %	1.78571428571 %	2.77777777778 %	4.54545454545 %	0.0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_flush_all_lockp	88	26	14	8	10	2	8	5	0	72	11	12	15.625 %	9.09090909091 %	30.0 %	10.15625 %	9.09090909091 %	12.5 %
0x000020a0	87	6	5	4	0	0	4	0	0	79	6	5	4.08163265306 %	4.59770114943 %	0.0 %	4.08163265306 %	4.59770114943 %	0.0 %
0x00046ab0	87	2	83	13	1	10	13	1	10	61	0	63	13.9534883721 %	14.9425287356 %	12.9411764706 %	13.9534883721 %	14.9425287356 %	12.9411764706 %
0x000021b0	86	22	22	2	0	0	2	0	0	82	22	22	1.53846153846 %	2.32558139535 %	0.0 %	1.53846153846 %	2.32558139535 %	0.0 %
df::program_options_lite::Option<std::string>::setDefault	84	30	30	1	4	1	1	0	0	82	26	29	4.16666666667 %	1.19047619048 %	8.33333333333 %	0.694444444444 %	1.19047619048 %	0.0 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:access	84	18	12	2	0	0	2	0	0	80	18	12	1.75438596491 %	2.38095238095 %	0.0 %	1.75438596491 %	2.38095238095 %	0.0 %
TComLoopFilter::destroy	82	22	20	5	2	0	5	1	0	72	19	20	5.64516129032 %	6.09756097561 %	4.7619047619 %	4.83870967742 %	6.09756097561 %	2.38095238095 %
/build/buildd/eglibc-2.19/elf/dl-load.c:0x000187a4	78	78	0	0	0	0	0	0	0	78	78	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/sysv/linux/fxstat64.c:__fxstat64	78	24	12	2	0	0	2	0	0	74	24	12	1.75438596491 %	2.5641025641 %	0.0 %	1.75438596491 %	2.5641025641 %	0.0 %
TComRefPicListModification::~TComRefPicListModification	77	22	22	1	0	11	1	0	10	75	22	1	9.9173553719 %	1.2987012987 %	25.0 %	9.09090909091 %	1.2987012987 %	22.7272727273 %
TAppEncCfg::xSetGlobal	76	18	18	6	3	4	5	0	4	65	15	10	11.6071428571 %	7.89473684211 %	19.4444444444 %	8.03571428571 %	6.57894736842 %	11.1111111111 %
0x00046830	71	9	33	4	2	4	4	2	4	63	5	25	8.84955752212 %	5.6338028169 %	14.2857142857 %	8.84955752212 %	5.6338028169 %	14.2857142857 %
/build/buildd/eglibc-2.19/libio/libioP.h:puts	70	21	21	2	0	0	2	0	0	66	21	21	1.78571428571 %	2.85714285714 %	0.0 %	1.78571428571 %	2.85714285714 %	0.0 %
TEncSearch::xGetMvpIdxBits	70	12	6	2	0	0	2	0	0	66	12	6	2.27272727273 %	2.85714285714 %	0.0 %	2.27272727273 %	2.85714285714 %	0.0 %
TComRdCost::init	70	6	43	5	0	6	5	0	6	60	6	31	9.24369747899 %	7.14285714286 %	12.2448979592 %	9.24369747899 %	7.14285714286 %	12.2448979592 %
TComPPS::TComPPS	69	7	56	6	1	7	6	0	6	57	6	43	10.6060606061 %	8.69565217391 %	12.6984126984 %	9.09090909091 %	8.69565217391 %	9.52380952381 %
TEncCavlc::codePTL	68	26	26	4	1	0	4	0	0	60	25	26	4.16666666667 %	5.88235294118 %	1.92307692308 %	3.33333333333 %	5.88235294118 %	0.0 %
/build/buildd/eglibc-2.19/locale/uselocale.c:uselocale	66	30	18	3	8	0	3	0	0	60	22	18	9.64912280702 %	4.54545454545 %	16.6666666667 %	2.63157894737 %	4.54545454545 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-open.c:_dl_find_dso_for_object	66	25	6	3	6	0	3	0	0	60	19	6	9.27835051546 %	4.54545454545 %	19.3548387097 %	3.09278350515 %	4.54545454545 %	0.0 %
/build/buildd/eglibc-2.19/stdlib/strtod_l.c:strtod_l	66	24	30	11	0	0	2	0	0	53	24	30	9.16666666667 %	16.6666666667 %	0.0 %	1.66666666667 %	3.0303030303 %	0.0 %
TEncSlice::create	66	21	31	4	5	0	4	0	0	58	16	31	7.62711864407 %	6.06060606061 %	9.61538461538 %	3.38983050847 %	6.06060606061 %	0.0 %
/build/buildd/eglibc-2.19/stdlib/grouping.c:__correctly_grouped_prefixmb	65	30	15	2	0	0	2	0	0	61	30	15	1.81818181818 %	3.07692307692 %	0.0 %	1.81818181818 %	3.07692307692 %	0.0 %
/build/buildd/eglibc-2.19/libio/iofopen64.c:fopen64	65	20	30	6	1	1	2	0	0	57	19	29	6.95652173913 %	9.23076923077 %	4.0 %	1.73913043478 %	3.07692307692 %	0.0 %
non-virtual	64	0	32	32	0	0	32	0	0	0	0	32	0 %	0 %	0 %	0 %	0 %	0 %
non-virtual	64	0	32	32	0	0	32	0	0	0	0	32	0 %	0 %	0 %	0 %	0 %	0 %
non-virtual	64	0	32	32	0	0	32	0	0	0	0	32	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_ostream<wchar_t,	63	27	15	2	10	0	2	10	0	59	7	15	11.4285714286 %	3.1746031746 %	23.8095238095 %	11.4285714286 %	3.1746031746 %	23.8095238095 %
/build/buildd/eglibc-2.19/csu/libc-start.c:	63	18	25	7	7	3	7	0	1	49	11	21	16.0377358491 %	11.1111111111 %	23.2558139535 %	7.54716981132 %	11.1111111111 %	2.32558139535 %
df::program_options_lite::Option<ExtendedProfileName>::~Option	61	16	16	4	2	1	4	0	0	53	14	15	7.52688172043 %	6.55737704918 %	9.375 %	4.30107526882 %	6.55737704918 %	0.0 %
df::program_options_lite::Option<Level::Name>::~Option	61	16	16	4	2	1	4	0	0	53	14	15	7.52688172043 %	6.55737704918 %	9.375 %	4.30107526882 %	6.55737704918 %	0.0 %
df::program_options_lite::OptionFunc::~OptionFunc	61	16	16	4	2	0	4	0	0	53	14	16	6.45161290323 %	6.55737704918 %	6.25 %	4.30107526882 %	6.55737704918 %	0.0 %
df::program_options_lite::Option<ScalingListMode>::~Option	61	16	16	3	2	0	3	0	0	55	14	16	5.37634408602 %	4.91803278689 %	6.25 %	3.22580645161 %	4.91803278689 %	0.0 %
df::program_options_lite::Option<Level::Tier>::~Option	61	16	16	2	3	0	2	1	0	57	12	16	5.37634408602 %	3.27868852459 %	9.375 %	3.22580645161 %	3.27868852459 %	3.125 %
df::program_options_lite::Option<CostMode>::~Option	61	16	16	2	2	0	2	1	0	57	13	16	4.30107526882 %	3.27868852459 %	6.25 %	3.22580645161 %	3.27868852459 %	3.125 %
/build/buildd/eglibc-2.19/misc/../sysdeps/unix/syscall-template.S:mprotect	60	30	6	1	0	0	1	0	0	58	30	6	1.04166666667 %	1.66666666667 %	0.0 %	1.04166666667 %	1.66666666667 %	0.0 %
TEncTop::xInitPPSforTiles	60	18	16	5	3	1	5	0	0	50	15	15	9.57446808511 %	8.33333333333 %	11.7647058824 %	5.31914893617 %	8.33333333333 %	0.0 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_init@@GLIBC_2.1	60	15	35	5	0	0	2	0	0	53	15	35	4.54545454545 %	8.33333333333 %	0.0 %	1.81818181818 %	3.33333333333 %	0.0 %
TEncSlice::init	58	13	26	5	3	4	5	0	1	48	10	21	12.3711340206 %	8.62068965517 %	17.9487179487 %	6.18556701031 %	8.62068965517 %	2.5641025641 %
/build/buildd/eglibc-2.19/libio/filedoalloc.c:_IO_file_doallocate	57	14	21	4	3	1	4	0	0	49	11	20	8.69565217391 %	7.01754385965 %	11.4285714286 %	4.34782608696 %	7.01754385965 %	0.0 %
df::program_options_lite::Option<std::string>::parse	56	24	20	2	1	0	1	0	0	53	23	20	3.0 %	3.57142857143 %	2.27272727273 %	1.0 %	1.78571428571 %	0.0 %
__cxa_guard_release	56	16	16	8	1	1	6	0	0	42	15	15	11.3636363636 %	14.2857142857 %	6.25 %	6.81818181818 %	10.7142857143 %	0.0 %
/build/buildd/eglibc-2.19/elf/rtld.c:_dl_initial_error_catch_tsd	56	14	14	1	0	0	1	0	0	54	14	14	1.19047619048 %	1.78571428571 %	0.0 %	1.19047619048 %	1.78571428571 %	0.0 %
std::locale::locale	55	25	15	4	0	0	2	0	0	49	25	15	4.21052631579 %	7.27272727273 %	0.0 %	2.10526315789 %	3.63636363636 %	0.0 %
std::__basic_file<char>::~__basic_file	55	20	20	1	4	0	1	0	0	53	16	20	5.26315789474 %	1.81818181818 %	10.0 %	1.05263157895 %	1.81818181818 %	0.0 %
TEncSlice::destroy	55	18	22	4	3	0	4	3	0	47	12	22	7.36842105263 %	7.27272727273 %	7.5 %	7.36842105263 %	7.27272727273 %	7.5 %
/build/buildd/eglibc-2.19/libio/libioP.h:fclose@@GLIBC_2.1	55	10	15	3	0	0	2	0	0	50	10	15	3.75 %	5.45454545455 %	0.0 %	2.5 %	3.63636363636 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:_dl_add_to_slotinfo	54	22	14	2	6	0	2	0	0	50	16	14	8.88888888889 %	3.7037037037 %	16.6666666667 %	2.22222222222 %	3.7037037037 %	0.0 %
TAppEncCfg::~TAppEncCfg	54	21	16	5	7	0	5	7	0	44	7	16	13.1868131868 %	9.25925925926 %	18.9189189189 %	13.1868131868 %	9.25925925926 %	18.9189189189 %
std::future_category	54	17	24	7	5	0	7	1	0	40	11	24	12.6315789474 %	12.962962963 %	12.1951219512 %	8.42105263158 %	12.962962963 %	2.43902439024 %
/build/buildd/eglibc-2.19/stdlib/../sysdeps/generic/get-rounding-mode.h:round_and_return	54	6	12	11	0	0	3	0	0	40	6	12	15.2777777778 %	20.3703703704 %	0.0 %	4.16666666667 %	5.55555555556 %	0.0 %
TAppEncTop::xCreateLib	53	14	27	3	5	1	3	0	0	47	9	26	9.57446808511 %	5.66037735849 %	14.6341463415 %	3.1914893617 %	5.66037735849 %	0.0 %
std::_Rb_tree<std::string,	52	20	14	3	0	0	3	0	0	46	20	14	3.48837209302 %	5.76923076923 %	0.0 %	3.48837209302 %	5.76923076923 %	0.0 %
TEncRateCtrl::destroy	52	20	12	4	1	1	3	1	0	45	18	11	7.14285714286 %	7.69230769231 %	6.25 %	4.7619047619 %	5.76923076923 %	3.125 %
TComVPS::~TComVPS	52	18	12	6	3	1	6	2	1	40	13	10	12.1951219512 %	11.5384615385 %	13.3333333333 %	10.9756097561 %	11.5384615385 %	10.0 %
0x00046930	51	25	13	3	14	0	3	4	0	45	7	13	19.1011235955 %	5.88235294118 %	36.8421052632 %	7.86516853933 %	5.88235294118 %	10.5263157895 %
0x000469f0	51	25	13	3	8	0	3	3	0	45	14	13	12.3595505618 %	5.88235294118 %	21.0526315789 %	6.74157303371 %	5.88235294118 %	7.89473684211 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:__open_nocancel	50	30	10	0	0	0	0	0	0	50	30	10	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_finish@@GLIBC_2.1	50	15	15	5	0	0	4	0	0	41	15	15	6.25 %	10.0 %	0.0 %	5.0 %	8.0 %	0.0 %
0x00068620	50	10	5	6	5	0	3	2	0	41	3	5	16.9230769231 %	12.0 %	33.3333333333 %	7.69230769231 %	6.0 %	13.3333333333 %
0x00046680	48	24	16	2	5	0	1	0	0	45	19	16	7.95454545455 %	4.16666666667 %	12.5 %	1.13636363636 %	2.08333333333 %	0.0 %
TComSampleAdaptiveOffset::destroy	48	18	14	5	3	0	4	1	0	39	14	14	10.0 %	10.4166666667 %	9.375 %	6.25 %	8.33333333333 %	3.125 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:close	48	12	0	1	0	0	1	0	0	46	12	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/elf/dl-load.c:expand_dynamic_string_token	46	10	18	1	0	1	1	0	1	44	10	16	2.7027027027 %	2.17391304348 %	3.57142857143 %	2.7027027027 %	2.17391304348 %	3.57142857143 %
TEncGOP::xCreateLeadingSEIMessages	45	16	12	5	6	1	5	6	0	35	4	11	16.4383561644 %	11.1111111111 %	25.0 %	15.0684931507 %	11.1111111111 %	21.4285714286 %
/build/buildd/eglibc-2.19/elf/dl-misc.c:_dl_sysdep_read_whole_file	44	6	22	4	0	0	4	0	0	36	6	22	5.55555555556 %	9.09090909091 %	0.0 %	5.55555555556 %	9.09090909091 %	0.0 %
TComScalingList::~TComScalingList	43	13	19	2	1	1	2	0	1	39	12	17	5.33333333333 %	4.6511627907 %	6.25 %	4.0 %	4.6511627907 %	3.125 %
writeRBSPTrailingBits	42	21	21	1	0	0	1	0	0	40	21	21	1.19047619048 %	2.38095238095 %	0.0 %	1.19047619048 %	2.38095238095 %	0.0 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc'2	42	12	6	2	3	1	2	0	1	38	9	4	10.0 %	4.7619047619 %	22.2222222222 %	5.0 %	4.7619047619 %	5.55555555556 %
/build/buildd/eglibc-2.19/libio/fputc.c:fputc	41	16	11	4	3	1	4	2	1	33	11	9	11.7647058824 %	9.75609756098 %	14.8148148148 %	10.2941176471 %	9.75609756098 %	11.1111111111 %
