BasketballPass__QP_42_nF_2_SR_16_MSizeL1_8192_AssL1_8_MSizeLL_4194304_AssLL_8_Word_64	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
0x0000471c	130	26	0	7	0	0	3	0	0	120	26	0	0 %	0 %	0 %	0 %	0 %	0 %
TAppEncTop::xGetBuffer	128	45	48	9	7	2	9	3	0	110	35	46	8.14479638009 %	7.03125 %	9.67741935484 %	5.42986425339 %	7.03125 %	3.22580645161 %
std::basic_ios<wchar_t,	128	34	62	3	2	0	3	0	0	122	32	62	2.23214285714 %	2.34375 %	2.08333333333 %	1.33928571429 %	2.34375 %	0.0 %
munmap	126	55	13	3	0	0	3	0	0	120	55	13	1.54639175258 %	2.38095238095 %	0.0 %	1.54639175258 %	2.38095238095 %	0.0 %
main	126	37	67	14	11	1	10	1	1	102	25	65	11.3043478261 %	11.1111111111 %	11.5384615385 %	5.21739130435 %	7.93650793651 %	1.92307692308 %
_IO_default_finish	125	50	25	5	0	0	4	0	0	116	50	25	2.5 %	4.0 %	0.0 %	2.0 %	3.2 %	0.0 %
TEncGOP::getNalUnitType	125	46	10	4	3	0	4	1	0	117	42	10	3.86740331492 %	3.2 %	5.35714285714 %	2.76243093923 %	3.2 %	1.78571428571 %
strstr	125	45	30	12	4	0	4	1	0	109	40	30	8.0 %	9.6 %	5.33333333333 %	2.5 %	3.2 %	1.33333333333 %
bool	124	48	36	2	5	0	2	0	0	120	43	36	3.36538461538 %	1.61290322581 %	5.95238095238 %	0.961538461538 %	1.61290322581 %	0.0 %
bool	124	48	36	2	2	0	2	0	0	120	46	36	1.92307692308 %	1.61290322581 %	2.38095238095 %	0.961538461538 %	1.61290322581 %	0.0 %
bool	124	48	36	2	1	0	2	0	0	120	47	36	1.44230769231 %	1.61290322581 %	1.19047619048 %	0.961538461538 %	1.61290322581 %	0.0 %
TComSlice::checkLeadingPictureRestrictions	121	47	18	11	0	2	11	0	0	99	47	16	6.98924731183 %	9.09090909091 %	3.07692307692 %	5.91397849462 %	9.09090909091 %	0.0 %
std::moneypunct<char,	120	41	32	7	3	2	7	0	0	106	38	30	6.21761658031 %	5.83333333333 %	6.84931506849 %	3.62694300518 %	5.83333333333 %	0.0 %
std::__cxx11::moneypunct<char,	120	41	32	7	3	0	7	1	0	106	37	32	5.18134715026 %	5.83333333333 %	4.1095890411 %	4.14507772021 %	5.83333333333 %	1.3698630137 %
std::__cxx11::moneypunct<char,	120	41	32	6	2	0	6	0	0	108	39	32	4.14507772021 %	5.0 %	2.7397260274 %	3.10880829016 %	5.0 %	0.0 %
std::moneypunct<char,	120	41	32	6	1	1	6	0	0	108	40	31	4.14507772021 %	5.0 %	2.7397260274 %	3.10880829016 %	5.0 %	0.0 %
TComRPSList::create	120	10	40	3	0	1	2	0	0	115	10	39	2.35294117647 %	2.5 %	2.0 %	1.17647058824 %	1.66666666667 %	0.0 %
_dl_check_all_versions	119	26	13	2	6	0	2	0	0	115	20	13	5.06329113924 %	1.68067226891 %	15.3846153846 %	1.26582278481 %	1.68067226891 %	0.0 %
init_cacheinfo	119	12	21	8	0	1	8	0	1	103	12	19	5.92105263158 %	6.72268907563 %	3.0303030303 %	5.92105263158 %	6.72268907563 %	3.0303030303 %
std::vector<int,	117	39	24	4	0	2	3	0	0	110	39	22	3.33333333333 %	3.4188034188 %	3.1746031746 %	1.66666666667 %	2.5641025641 %	0.0 %
EnvVar::getEnvVarList	117	37	38	5	1	0	5	0	0	107	36	38	3.125 %	4.2735042735 %	1.33333333333 %	2.60416666667 %	4.2735042735 %	0.0 %
std::ctype<wchar_t>	116	48	36	3	0	0	3	0	0	110	48	36	1.5 %	2.58620689655 %	0.0 %	1.5 %	2.58620689655 %	0.0 %
std::num_put<wchar_t,	116	48	36	2	0	0	2	0	0	112	48	36	1.0 %	1.72413793103 %	0.0 %	1.0 %	1.72413793103 %	0.0 %
std::num_get<wchar_t,	116	48	36	2	0	0	2	0	0	112	48	36	1.0 %	1.72413793103 %	0.0 %	1.0 %	1.72413793103 %	0.0 %
TAppEncTop::rateStatsAccum	115	57	20	6	3	0	6	2	0	103	52	20	4.6875 %	5.21739130435 %	3.8961038961 %	4.16666666667 %	5.21739130435 %	2.5974025974 %
TEncGOP::TEncGOP	115	5	77	8	0	5	8	0	5	99	5	67	6.59898477157 %	6.95652173913 %	6.09756097561 %	6.59898477157 %	6.95652173913 %	6.09756097561 %
TComOutputBitstream::clear	114	57	57	1	1	4	1	0	2	112	56	51	2.63157894737 %	0.877192982456 %	4.38596491228 %	1.31578947368 %	0.877192982456 %	1.75438596491 %
std::basic_filebuf<char,	114	42	37	8	7	2	3	0	0	103	35	35	8.80829015544 %	7.01754385965 %	11.3924050633 %	1.55440414508 %	2.63157894737 %	0.0 %
TVideoIOYuv::open	112	50	36	5	4	3	5	0	0	102	46	33	6.06060606061 %	4.46428571429 %	8.13953488372 %	2.52525252525 %	4.46428571429 %	0.0 %
TEncSearch::TEncSearch	112	6	99	15	0	6	15	0	6	82	6	87	9.67741935484 %	13.3928571429 %	5.71428571429 %	9.67741935484 %	13.3928571429 %	5.71428571429 %
_dl_determine_tlsoffset	111	34	24	6	0	0	6	0	0	99	34	24	3.55029585799 %	5.40540540541 %	0.0 %	3.55029585799 %	5.40540540541 %	0.0 %
_dl_init_paths	111	22	47	10	0	1	10	0	1	91	22	45	6.11111111111 %	9.00900900901 %	1.44927536232 %	6.11111111111 %	9.00900900901 %	1.44927536232 %
std::__timepunct<char>::_M_initialize_timepunct	111	9	53	9	0	1	9	0	0	93	9	52	5.78034682081 %	8.10810810811 %	1.61290322581 %	5.20231213873 %	8.10810810811 %	0.0 %
TEncGOP::xGetBuffer	109	58	18	6	16	3	6	5	0	97	37	15	13.5135135135 %	5.50458715596 %	25.0 %	5.94594594595 %	5.50458715596 %	6.57894736842 %
std::__cxx11::moneypunct<wchar_t,	109	30	32	8	4	0	8	0	0	93	26	32	7.01754385965 %	7.33944954128 %	6.45161290323 %	4.6783625731 %	7.33944954128 %	0.0 %
std::moneypunct<wchar_t,	109	30	32	8	2	2	8	0	0	93	28	30	7.01754385965 %	7.33944954128 %	6.45161290323 %	4.6783625731 %	7.33944954128 %	0.0 %
std::__cxx11::moneypunct<wchar_t,	109	30	32	8	2	1	8	0	0	93	28	31	6.43274853801 %	7.33944954128 %	4.83870967742 %	4.6783625731 %	7.33944954128 %	0.0 %
std::moneypunct<wchar_t,	109	30	32	8	0	2	8	0	0	93	30	30	5.84795321637 %	7.33944954128 %	3.22580645161 %	4.6783625731 %	7.33944954128 %	0.0 %
std::__timepunct<wchar_t>::_M_initialize_timepunct	109	8	52	10	1	0	10	0	0	89	7	52	6.50887573964 %	9.17431192661 %	1.66666666667 %	5.91715976331 %	9.17431192661 %	0.0 %
TComReferencePictureSet::setNumberOfPictures	108	81	27	3	0	4	3	0	0	102	81	23	3.24074074074 %	2.77777777778 %	3.7037037037 %	1.38888888889 %	2.77777777778 %	0.0 %
TVideoIOYuv::ColourSpaceConvert	108	26	28	4	6	0	4	0	0	100	20	28	6.17283950617 %	3.7037037037 %	11.1111111111 %	2.46913580247 %	3.7037037037 %	0.0 %
TEncCavlc::codeVPS	108	23	60	9	4	0	9	3	0	90	16	60	6.80628272251 %	8.33333333333 %	4.81927710843 %	6.28272251309 %	8.33333333333 %	3.61445783133 %
std::basic_string<char,	106	44	44	3	3	0	3	0	0	100	41	44	3.09278350515 %	2.83018867925 %	3.40909090909 %	1.54639175258 %	2.83018867925 %	0.0 %
_IO_cleanup	106	29	26	7	1	0	7	0	0	92	28	26	4.96894409938 %	6.60377358491 %	1.81818181818 %	4.34782608696 %	6.60377358491 %	0.0 %
TComSampleAdaptiveOffset::create	106	27	34	7	1	2	7	0	0	92	26	32	5.9880239521 %	6.60377358491 %	4.91803278689 %	4.19161676647 %	6.60377358491 %	0.0 %
init_tls	105	24	25	5	8	0	5	0	0	95	16	25	8.44155844156 %	4.7619047619 %	16.3265306122 %	3.24675324675 %	4.7619047619 %	0.0 %
__unregister_atfork	104	36	24	2	6	0	2	1	0	100	29	24	4.87804878049 %	1.92307692308 %	10.0 %	1.82926829268 %	1.92307692308 %	1.66666666667 %
_dl_debug_initialize	98	29	18	3	0	0	3	0	0	92	29	18	2.06896551724 %	3.0612244898 %	0.0 %	2.06896551724 %	3.0612244898 %	0.0 %
TEncTop::~TEncTop	97	13	47	7	3	2	7	0	0	83	10	45	7.64331210191 %	7.21649484536 %	8.33333333333 %	4.45859872611 %	7.21649484536 %	0.0 %
df::program_options_lite::Option<unsigned	95	76	19	1	0	0	1	0	0	93	76	19	0.526315789474 %	1.05263157895 %	0.0 %	0.526315789474 %	1.05263157895 %	0.0 %
TComSlice::decodingRefreshMarking	94	47	10	8	19	1	8	0	0	78	28	9	18.5430463576 %	8.51063829787 %	35.0877192982 %	5.29801324503 %	8.51063829787 %	0.0 %
0x00002090	93	5	5	4	0	1	4	0	0	85	5	4	4.85436893204 %	4.30107526882 %	10.0 %	3.88349514563 %	4.30107526882 %	0.0 %
_GLOBAL__sub_I_TEncSearch.cpp	92	6	45	7	0	2	7	0	2	78	6	41	6.29370629371 %	7.60869565217 %	3.92156862745 %	6.29370629371 %	7.60869565217 %	3.92156862745 %
TAppEncTop::printChromaFormat	91	32	37	11	6	0	8	0	0	72	26	37	10.625 %	12.0879120879 %	8.69565217391 %	5.0 %	8.79120879121 %	0.0 %
TComSlice::setRefPOCList	90	30	16	6	0	2	6	0	2	78	30	12	5.88235294118 %	6.66666666667 %	4.34782608696 %	5.88235294118 %	6.66666666667 %	4.34782608696 %
TEncBinCABAC::finish	88	36	22	6	0	0	6	0	0	76	36	22	4.1095890411 %	6.81818181818 %	0.0 %	4.1095890411 %	6.81818181818 %	0.0 %
_IO_flush_all_lockp	87	26	14	8	9	0	8	3	0	71	14	14	13.3858267717 %	9.19540229885 %	22.5 %	8.66141732283 %	9.19540229885 %	7.5 %
0x0006c840	87	2	83	13	1	6	13	1	6	61	0	71	11.6279069767 %	14.9425287356 %	8.23529411765 %	11.6279069767 %	14.9425287356 %	8.23529411765 %
0x001366af	86	86	0	0	0	0	0	0	0	86	86	0	0 %	0 %	0 %	0 %	0 %	0 %
__cpu_indicator_init	85	20	19	6	2	0	6	1	0	73	17	19	6.45161290323 %	7.05882352941 %	5.12820512821 %	5.64516129032 %	7.05882352941 %	2.5641025641 %
df::program_options_lite::Option<std::string>::setDefault	84	30	30	1	1	0	1	0	0	82	29	30	1.38888888889 %	1.19047619048 %	1.66666666667 %	0.694444444444 %	1.19047619048 %	0.0 %
TComPicYuv::~TComPicYuv	84	24	24	1	0	0	0	0	0	83	24	24	0.757575757576 %	1.19047619048 %	0.0 %	0.0 %	0.0 %	0.0 %
0x000021b0	84	22	24	2	0	0	2	0	0	80	22	24	1.53846153846 %	2.38095238095 %	0.0 %	1.53846153846 %	2.38095238095 %	0.0 %
SyntaxElementWriter::xWriteSvlc	84	20	25	3	0	0	2	0	0	79	20	25	2.32558139535 %	3.57142857143 %	0.0 %	1.5503875969 %	2.38095238095 %	0.0 %
TComLoopFilter::destroy	82	22	20	5	2	0	3	0	0	74	20	20	5.64516129032 %	6.09756097561 %	4.7619047619 %	2.41935483871 %	3.65853658537 %	0.0 %
_dl_discover_osversion	81	12	8	4	2	2	4	2	2	73	8	4	7.92079207921 %	4.93827160494 %	20.0 %	7.92079207921 %	4.93827160494 %	20.0 %
_IO_unsave_markers	80	30	15	8	0	0	4	0	0	68	30	15	6.4 %	10.0 %	0.0 %	3.2 %	5.0 %	0.0 %
__cxa_guard_release	80	28	20	9	0	0	6	0	0	65	28	20	7.03125 %	11.25 %	0.0 %	4.6875 %	7.5 %	0.0 %
__mpn_mul	78	32	24	6	0	1	6	0	0	66	32	23	5.22388059701 %	7.69230769231 %	1.78571428571 %	4.4776119403 %	7.69230769231 %	0.0 %
__fxstat64	78	24	12	2	0	0	2	0	0	74	24	12	1.75438596491 %	2.5641025641 %	0.0 %	1.75438596491 %	2.5641025641 %	0.0 %
TEncSampleAdaptiveOffset::decidePicParams	78	22	20	6	6	2	6	3	2	66	13	16	11.6666666667 %	7.69230769231 %	19.0476190476 %	9.16666666667 %	7.69230769231 %	11.9047619048 %
TAppEncCfg::xSetGlobal	76	18	18	6	0	4	5	0	4	65	18	10	8.92857142857 %	7.89473684211 %	11.1111111111 %	8.03571428571 %	6.57894736842 %	11.1111111111 %
__correctly_grouped_prefixmb	75	35	20	2	0	0	2	0	0	71	35	20	1.53846153846 %	2.66666666667 %	0.0 %	1.53846153846 %	2.66666666667 %	0.0 %
__init_cpu_features	75	10	21	10	0	1	10	0	1	55	10	19	10.3773584906 %	13.3333333333 %	3.22580645161 %	10.3773584906 %	13.3333333333 %	3.22580645161 %
writev	74	37	0	2	0	0	2	0	0	70	37	0	0 %	0 %	0 %	0 %	0 %	0 %
	74	24	27	7	8	0	6	0	0	61	16	27	12.0 %	9.45945945946 %	15.6862745098 %	4.8 %	8.10810810811 %	0.0 %
TEncBinCABAC::start	72	16	56	12	0	2	6	0	1	54	16	53	9.72222222222 %	16.6666666667 %	2.77777777778 %	4.86111111111 %	8.33333333333 %	1.38888888889 %
TComPic::TComPic	72	4	60	10	0	2	10	0	0	52	4	58	8.82352941176 %	13.8888888889 %	3.125 %	7.35294117647 %	13.8888888889 %	0.0 %
mprotect	70	35	7	1	0	0	1	0	0	68	35	7	0.892857142857 %	1.42857142857 %	0.0 %	0.892857142857 %	1.42857142857 %	0.0 %
open	70	35	6	5	0	0	3	0	0	62	35	6	4.5045045045 %	7.14285714286 %	0.0 %	2.7027027027 %	4.28571428571 %	0.0 %
TEncSearch::xGetMvpIdxBits	70	12	6	2	0	0	2	0	0	66	12	6	2.27272727273 %	2.85714285714 %	0.0 %	2.27272727273 %	2.85714285714 %	0.0 %
TComRdCost::init	70	6	43	5	0	4	5	0	4	60	6	35	7.56302521008 %	7.14285714286 %	8.16326530612 %	7.56302521008 %	7.14285714286 %	8.16326530612 %
_IO_file_doallocate	69	14	21	4	0	0	4	0	0	61	14	21	3.84615384615 %	5.79710144928 %	0.0 %	3.84615384615 %	5.79710144928 %	0.0 %
0x0006c740	69	8	32	4	1	2	4	0	0	61	7	30	6.42201834862 %	5.79710144928 %	7.5 %	3.66972477064 %	5.79710144928 %	0.0 %
TComPPS::TComPPS	69	7	56	6	0	4	6	0	4	57	7	48	7.57575757576 %	8.69565217391 %	6.34920634921 %	7.57575757576 %	8.69565217391 %	6.34920634921 %
0x001366b3	68	68	0	0	0	0	0	0	0	68	68	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncCavlc::codePTL	68	26	26	4	0	0	4	0	0	60	26	26	3.33333333333 %	5.88235294118 %	0.0 %	3.33333333333 %	5.88235294118 %	0.0 %
__get_cpu_features	68	24	20	1	1	0	1	0	0	66	23	20	1.78571428571 %	1.47058823529 %	2.27272727273 %	0.892857142857 %	1.47058823529 %	0.0 %
strtod	66	30	36	1	6	0	1	0	0	64	24	36	5.30303030303 %	1.51515151515 %	9.09090909091 %	0.757575757576 %	1.51515151515 %	0.0 %
TEncGOP::xAttachSliceDataToNalUnit	66	26	32	6	2	0	6	0	0	54	24	32	6.45161290323 %	9.09090909091 %	3.44827586207 %	4.83870967742 %	9.09090909091 %	0.0 %
TEncSlice::create	66	21	31	4	1	0	4	0	0	58	20	31	4.23728813559 %	6.06060606061 %	1.92307692308 %	3.38983050847 %	6.06060606061 %	0.0 %
_dl_find_dso_for_object	65	25	8	3	3	0	3	0	0	59	22	8	6.12244897959 %	4.61538461538 %	9.09090909091 %	3.0612244898 %	4.61538461538 %	0.0 %
TComRPSList::getNumberOfReferencePictureSets	63	63	0	2	1	0	1	0	0	60	62	0	0 %	0 %	0 %	0 %	0 %	0 %
clock_gettime_syscall	63	36	9	7	0	0	4	0	0	52	36	9	6.48148148148 %	11.1111111111 %	0.0 %	3.7037037037 %	6.34920634921 %	0.0 %
std::basic_ostream<wchar_t,	63	27	15	2	8	0	2	8	0	59	11	15	9.52380952381 %	3.1746031746 %	19.0476190476 %	9.52380952381 %	3.1746031746 %	19.0476190476 %
TEncSampleAdaptiveOffset::initRDOCabacCoder	62	34	28	4	2	2	4	2	2	54	30	24	6.45161290323 %	6.45161290323 %	6.45161290323 %	6.45161290323 %	6.45161290323 %	6.45161290323 %
uselocale	62	26	16	3	8	0	3	0	0	56	18	16	10.5769230769 %	4.83870967742 %	19.0476190476 %	2.88461538462 %	4.83870967742 %	0.0 %
std::string::assign	62	24	24	3	1	0	3	1	0	56	22	24	3.63636363636 %	4.83870967742 %	2.08333333333 %	3.63636363636 %	4.83870967742 %	2.08333333333 %
df::program_options_lite::OptionFunc::~OptionFunc	61	16	16	4	2	0	4	0	0	53	14	16	6.45161290323 %	6.55737704918 %	6.25 %	4.30107526882 %	6.55737704918 %	0.0 %
df::program_options_lite::Option<Level::Name>::~Option	61	16	16	4	1	0	4	0	0	53	15	16	5.37634408602 %	6.55737704918 %	3.125 %	4.30107526882 %	6.55737704918 %	0.0 %
df::program_options_lite::Option<ExtendedProfileName>::~Option	61	16	16	4	1	0	4	0	0	53	15	16	5.37634408602 %	6.55737704918 %	3.125 %	4.30107526882 %	6.55737704918 %	0.0 %
df::program_options_lite::Option<ScalingListMode>::~Option	61	16	16	3	2	0	3	0	0	55	14	16	5.37634408602 %	4.91803278689 %	6.25 %	3.22580645161 %	4.91803278689 %	0.0 %
df::program_options_lite::Option<Level::Tier>::~Option	61	16	16	2	2	0	2	0	0	57	14	16	4.30107526882 %	3.27868852459 %	6.25 %	2.15053763441 %	3.27868852459 %	0.0 %
df::program_options_lite::Option<CostMode>::~Option	61	16	16	2	1	0	2	0	0	57	15	16	3.22580645161 %	3.27868852459 %	3.125 %	2.15053763441 %	3.27868852459 %	0.0 %
TComOutputBitstream::getNumberOfWrittenBits	60	50	0	2	0	0	2	0	0	56	50	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncTop::xInitPPSforTiles	60	18	16	5	1	2	5	0	0	50	17	14	8.51063829787 %	8.33333333333 %	8.82352941176 %	5.31914893617 %	8.33333333333 %	0.0 %
_IO_file_init@@GLIBC_2.1	60	15	35	2	0	0	1	0	0	57	15	35	1.81818181818 %	3.33333333333 %	0.0 %	0.909090909091 %	1.66666666667 %	0.0 %
_IO_doallocbuf	58	20	15	4	1	1	2	0	0	52	19	14	6.45161290323 %	6.89655172414 %	5.71428571429 %	2.15053763441 %	3.44827586207 %	0.0 %
TAppEncTop::xDeleteBuffer	58	18	15	2	3	0	2	0	0	54	15	15	5.49450549451 %	3.44827586207 %	9.09090909091 %	2.1978021978 %	3.44827586207 %	0.0 %
TEncSlice::init	58	13	26	5	3	3	5	0	0	48	10	23	11.3402061856 %	8.62068965517 %	15.3846153846 %	5.15463917526 %	8.62068965517 %	0.0 %
TComSlice::setList1IdxToList0Idx	56	29	11	1	0	1	1	0	0	54	29	10	2.08333333333 %	1.78571428571 %	2.5 %	1.04166666667 %	1.78571428571 %	0.0 %
TComOutputBitstream::writeByteAlignment	56	28	28	4	2	0	4	0	0	48	26	28	5.35714285714 %	7.14285714286 %	3.57142857143 %	3.57142857143 %	7.14285714286 %	0.0 %
df::program_options_lite::Option<std::string>::parse	56	24	20	6	0	0	0	0	0	50	24	20	6.0 %	10.7142857143 %	0.0 %	0.0 %	0.0 %	0.0 %
fputc	56	19	15	4	3	0	4	1	0	48	15	15	7.77777777778 %	7.14285714286 %	8.82352941176 %	5.55555555556 %	7.14285714286 %	2.94117647059 %
TComPic::~TComPic	56	18	12	2	0	0	2	0	0	52	18	12	2.32558139535 %	3.57142857143 %	0.0 %	2.32558139535 %	3.57142857143 %	0.0 %
_dl_initial_error_catch_tsd	56	14	14	0	0	0	0	0	0	56	14	14	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::locale::facet::_S_get_c_name	56	7	7	1	0	0	1	0	0	54	7	7	1.42857142857 %	1.78571428571 %	0.0 %	1.42857142857 %	1.78571428571 %	0.0 %
std::locale::locale	55	25	15	8	0	0	1	0	0	46	25	15	8.42105263158 %	14.5454545455 %	0.0 %	1.05263157895 %	1.81818181818 %	0.0 %
fopen64	55	20	30	3	0	0	1	0	0	51	20	30	2.85714285714 %	5.45454545455 %	0.0 %	0.952380952381 %	1.81818181818 %	0.0 %
std::__basic_file<char>::~__basic_file	55	20	20	1	2	0	1	0	0	53	18	20	3.15789473684 %	1.81818181818 %	5.0 %	1.05263157895 %	1.81818181818 %	0.0 %
TEncSlice::destroy	55	18	22	4	3	0	4	0	0	47	15	22	7.36842105263 %	7.27272727273 %	7.5 %	4.21052631579 %	7.27272727273 %	0.0 %
TAppEncCfg::~TAppEncCfg	54	21	16	5	6	1	5	5	0	44	10	15	13.1868131868 %	9.25925925926 %	18.9189189189 %	10.989010989 %	9.25925925926 %	13.5135135135 %
_init	53	16	20	4	5	4	4	0	2	45	11	14	14.606741573 %	7.54716981132 %	25.0 %	6.74157303371 %	7.54716981132 %	5.55555555556 %
TAppEncTop::xCreateLib	53	14	27	3	3	1	3	0	0	47	11	26	7.44680851064 %	5.66037735849 %	9.75609756098 %	3.1914893617 %	5.66037735849 %	0.0 %
_dl_add_to_slotinfo	52	22	14	3	3	0	3	0	0	46	19	14	6.81818181818 %	5.76923076923 %	8.33333333333 %	3.40909090909 %	5.76923076923 %	0.0 %
TEncTop::deletePicBuffer	52	21	13	2	8	0	2	1	0	48	12	13	11.6279069767 %	3.84615384615 %	23.5294117647 %	3.48837209302 %	3.84615384615 %	2.94117647059 %
std::_Rb_tree<std::string,	52	20	14	3	0	0	3	0	0	46	20	14	3.48837209302 %	5.76923076923 %	0.0 %	3.48837209302 %	5.76923076923 %	0.0 %
TEncRateCtrl::destroy	52	20	12	3	1	0	3	1	0	46	18	12	4.7619047619 %	5.76923076923 %	3.125 %	4.7619047619 %	5.76923076923 %	3.125 %
TComVPS::~TComVPS	52	18	12	6	2	1	5	1	0	41	15	11	10.9756097561 %	11.5384615385 %	10.0 %	7.31707317073 %	9.61538461538 %	3.33333333333 %
std::__basic_file<char>::xsputn	52	16	18	6	2	0	4	1	0	42	13	18	9.3023255814 %	11.5384615385 %	5.88235294118 %	5.81395348837 %	7.69230769231 %	2.94117647059 %
TComSlice::initSlice	52	10	36	6	2	7	6	0	2	40	8	27	15.306122449 %	11.5384615385 %	19.5652173913 %	8.16326530612 %	11.5384615385 %	4.34782608696 %
0x0006cce0	51	25	13	3	10	0	3	2	0	45	13	13	14.606741573 %	5.88235294118 %	26.3157894737 %	5.61797752809 %	5.88235294118 %	5.26315789474 %
0x0006cda0	51	25	13	2	8	0	2	3	0	47	14	13	11.2359550562 %	3.92156862745 %	21.0526315789 %	5.61797752809 %	3.92156862745 %	7.89473684211 %
_dl_sysdep_read_whole_file	51	6	22	3	0	0	3	0	0	45	6	22	3.79746835443 %	5.88235294118 %	0.0 %	3.79746835443 %	5.88235294118 %	0.0 %
__open_nocancel	50	30	10	0	0	0	0	0	0	50	30	10	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComSlice::sortPicList	50	16	12	5	3	0	5	1	0	40	12	12	10.2564102564 %	10.0 %	10.7142857143 %	7.69230769231 %	10.0 %	3.57142857143 %
_IO_file_finish@@GLIBC_2.1	50	15	15	8	0	0	4	0	0	38	15	15	10.0 %	16.0 %	0.0 %	5.0 %	8.0 %	0.0 %
0x00096220	50	10	5	6	5	0	2	2	0	42	3	5	16.9230769231 %	12.0 %	33.3333333333 %	6.15384615385 %	4.0 %	13.3333333333 %
TComPicSym::TComPicSym	50	4	46	6	0	2	6	0	0	38	4	44	8.0 %	12.0 %	4.0 %	6.0 %	12.0 %	0.0 %
0x00019b14	48	48	0	0	0	0	0	0	0	48	48	0	0 %	0 %	0 %	0 %	0 %	0 %
TComSampleAdaptiveOffset::xPCMRestoration	48	28	10	4	8	0	4	0	0	40	20	10	13.9534883721 %	8.33333333333 %	21.0526315789 %	4.6511627907 %	8.33333333333 %	0.0 %
strtod_l	48	24	30	2	0	0	1	0	0	45	24	30	1.96078431373 %	4.16666666667 %	0.0 %	0.980392156863 %	2.08333333333 %	0.0 %
TComSampleAdaptiveOffset::destroy	48	18	14	5	3	1	3	0	0	40	15	13	11.25 %	10.4166666667 %	12.5 %	3.75 %	6.25 %	0.0 %
TComSlice::~TComSlice	48	12	18	2	2	0	2	1	0	44	9	18	5.12820512821 %	4.16666666667 %	6.66666666667 %	3.84615384615 %	4.16666666667 %	3.33333333333 %
close	48	12	0	1	0	0	1	0	0	46	12	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_default_setbuf	47	13	17	4	0	0	4	0	0	39	13	17	5.19480519481 %	8.51063829787 %	0.0 %	5.19480519481 %	8.51063829787 %	0.0 %
TEncGOP::xInitGOP	46	14	6	4	2	1	4	1	0	38	11	5	10.6060606061 %	8.69565217391 %	15.0 %	7.57575757576 %	8.69565217391 %	5.0 %
0x0006c5f0	46	12	24	6	4	1	6	0	0	34	8	23	13.4146341463 %	13.0434782609 %	13.8888888889 %	7.31707317073 %	13.0434782609 %	0.0 %
std::basic_filebuf<char,	45	18	15	4	4	0	4	0	0	37	14	15	10.2564102564 %	8.88888888889 %	12.1212121212 %	5.12820512821 %	8.88888888889 %	0.0 %
TEncGOP::xCreateLeadingSEIMessages	45	16	12	5	7	0	5	4	0	35	5	12	16.4383561644 %	11.1111111111 %	25.0 %	12.3287671233 %	11.1111111111 %	14.2857142857 %
TEncCavlc::setBitstream	44	33	11	3	0	0	2	0	0	39	33	11	3.40909090909 %	6.81818181818 %	0.0 %	2.27272727273 %	4.54545454545 %	0.0 %
TComOutputBitstream::~TComOutputBitstream	44	12	14	0	0	0	0	0	0	44	12	14	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComScalingList::~TComScalingList	43	13	19	2	0	1	2	0	1	39	13	17	4.0 %	4.6511627907 %	3.125 %	4.0 %	4.6511627907 %	3.125 %
writeRBSPTrailingBits	42	21	21	1	0	0	1	0	0	40	21	21	1.19047619048 %	2.38095238095 %	0.0 %	1.19047619048 %	2.38095238095 %	0.0 %
TEncCfg::xCheckGSParameters	41	12	5	4	1	0	4	0	0	33	11	5	8.62068965517 %	9.75609756098 %	5.88235294118 %	6.89655172414 %	9.75609756098 %	0.0 %
df::program_options_lite::Option<double>::setDefault	40	32	8	1	0	1	1	0	0	38	32	7	2.5 %	2.5 %	2.5 %	1.25 %	2.5 %	0.0 %
__close_nocancel	40	15	5	8	0	0	4	0	0	28	15	5	13.3333333333 %	20.0 %	0.0 %	6.66666666667 %	10.0 %	0.0 %
std::future_category	40	12	16	5	3	0	5	1	0	30	8	16	11.7647058824 %	12.5 %	10.7142857143 %	8.82352941176 %	12.5 %	3.57142857143 %
getListOfColourSpaceConverts	40	12	14	4	1	0	2	0	0	34	11	14	7.57575757576 %	10.0 %	3.84615384615 %	3.0303030303 %	5.0 %	0.0 %
TComScalingList::TComScalingList	39	9	15	2	0	1	2	0	0	35	9	14	4.7619047619 %	5.12820512821 %	4.16666666667 %	3.1746031746 %	5.12820512821 %	0.0 %
TEncCavlc::codeTilesWPPEntryPoint	38	18	10	4	0	0	4	0	0	30	18	10	6.06060606061 %	10.5263157895 %	0.0 %	6.06060606061 %	10.5263157895 %	0.0 %
